timestamp,value
2025-06-26 13:00:00,43.0049362822
2025-06-26 13:00:15,39.378941663
2025-06-26 13:00:30,38.4512801253
2025-06-26 13:00:45,39.0436071329
2025-06-26 13:01:00,39.7435220533
2025-06-26 13:01:15,40.3366058627
2025-06-26 13:01:30,40.3937552215
2025-06-26 13:01:45,37.045951149
2025-06-26 13:02:00,41.2219498005
2025-06-26 13:02:15,40.2503932378
2025-06-26 13:02:30,39.9254468363
2025-06-26 13:02:45,37.9731829906
2025-06-26 13:03:00,39.565087438
2025-06-26 13:03:15,39.3991274383
2025-06-26 13:03:30,38.5387546916
2025-06-26 13:03:45,37.7454324998
2025-06-26 13:04:00,36.6958602467
2025-06-26 13:04:15,44.2901589862
2025-06-26 13:04:30,78.4499249602
2025-06-26 13:04:45,115.4185616536
2025-06-26 13:05:00,148.2005930351
2025-06-26 13:05:15,156.7985868988
2025-06-26 13:05:30,165.694425614
2025-06-26 13:05:45,164.5104134178
2025-06-26 13:06:00,159.4522300713
2025-06-26 13:06:15,160.0945739595
2025-06-26 13:06:30,158.1056991619
2025-06-26 13:06:45,150.2632382773
2025-06-26 13:07:00,154.4433477261
2025-06-26 13:07:15,153.8533341939
2025-06-26 13:07:30,144.7472123876
2025-06-26 13:07:45,154.8720799529
2025-06-26 13:08:00,153.4999573341
2025-06-26 13:08:15,137.3678189715
2025-06-26 13:08:30,109.425133342
2025-06-26 13:08:45,72.0229551665
2025-06-26 13:09:00,41.8761322228
2025-06-26 13:09:15,40.1814210417
2025-06-26 13:09:30,39.2521342864
2025-06-26 13:09:45,39.0513325517
2025-06-26 13:10:00,39.4574163808
2025-06-26 13:10:15,38.2116130639
2025-06-26 13:10:30,37.9975786872
2025-06-26 13:10:45,40.8226602786
2025-06-26 13:11:00,38.9907647434
2025-06-26 13:11:15,38.7499762122
2025-06-26 13:11:30,36.8346509879
2025-06-26 13:11:45,38.0204111895
2025-06-26 13:12:00,37.6056853728
2025-06-26 13:12:15,36.7639799026
2025-06-26 13:12:30,38.5217491864
2025-06-26 13:12:45,38.7863801214
2025-06-26 13:13:00,38.2952922559
2025-06-26 13:13:15,38.7098687902
2025-06-26 13:13:30,39.287945524
2025-06-26 13:13:45,39.4702368426
2025-06-26 13:14:00,37.310353251
2025-06-26 13:14:15,42.8207122394
2025-06-26 13:14:30,72.8417237051
2025-06-26 13:14:45,117.986394832
2025-06-26 13:15:00,134.5778795197
2025-06-26 13:15:15,146.374441519
2025-06-26 13:15:30,148.8892138574
2025-06-26 13:15:45,151.2900096014
2025-06-26 13:16:00,151.3575637151
2025-06-26 13:16:15,151.5912517661
2025-06-26 13:16:30,150.7207252532
2025-06-26 13:16:45,151.4309450277
2025-06-26 13:17:00,148.8752843511
2025-06-26 13:17:15,150.0481414911
2025-06-26 13:17:30,150.5404105241
2025-06-26 13:17:45,142.0830321461
2025-06-26 13:18:00,149.7557656928
2025-06-26 13:18:15,147.4497386541
2025-06-26 13:18:30,114.6931648277
2025-06-26 13:18:45,65.8710387514
2025-06-26 13:19:00,45.4938539323
2025-06-26 13:19:15,42.0365033626
2025-06-26 13:19:30,41.3967194147
2025-06-26 13:19:45,41.00439307
2025-06-26 13:20:00,38.0071491952
2025-06-26 13:20:15,41.1106564583
2025-06-26 13:20:30,41.3874057014
2025-06-26 13:20:45,39.9823452591
2025-06-26 13:21:00,39.248304749
2025-06-26 13:21:15,37.7635959196
2025-06-26 13:21:30,39.5403168131
2025-06-26 13:21:45,38.8786833545
2025-06-26 13:22:00,37.0800282824
2025-06-26 13:22:15,39.6353857841
2025-06-26 13:22:30,40.3499298948
2025-06-26 13:22:45,41.2374554048
2025-06-26 13:23:00,41.1137368178
2025-06-26 13:23:15,47.9525940928
2025-06-26 13:23:30,71.8717590351
2025-06-26 13:23:45,117.8488439104
2025-06-26 13:24:00,148.0813403848
2025-06-26 13:24:15,147.688086609
2025-06-26 13:24:30,163.3555887009
2025-06-26 13:24:45,167.3670628837
2025-06-26 13:25:00,185.5419667064
